ID	Taxonomy	ITS-Behnsen-MY-1	ITS-Behnsen-MY-10	ITS-Behnsen-MY-11	ITS-Behnsen-MY-12	ITS-Behnsen-MY-13	ITS-Behnsen-MY-14	ITS-Behnsen-MY-15	ITS-Behnsen-MY-16	ITS-Behnsen-MY-17	ITS-Behnsen-MY-18	ITS-Behnsen-MY-19	ITS-Behnsen-MY-2	ITS-Behnsen-MY-20	ITS-Behnsen-MY-21	ITS-Behnsen-MY-22	ITS-Behnsen-MY-23	ITS-Behnsen-MY-24	ITS-Behnsen-MY-25	ITS-Behnsen-MY-26	ITS-Behnsen-MY-27	ITS-Behnsen-MY-28	ITS-Behnsen-MY-29	ITS-Behnsen-MY-3	ITS-Behnsen-MY-30	ITS-Behnsen-MY-31	ITS-Behnsen-MY-32	ITS-Behnsen-MY-33	ITS-Behnsen-MY-34	ITS-Behnsen-MY-35	ITS-Behnsen-MY-36	ITS-Behnsen-MY-37	ITS-Behnsen-MY-38	ITS-Behnsen-MY-39	ITS-Behnsen-MY-4	ITS-Behnsen-MY-40	ITS-Behnsen-MY-41	ITS-Behnsen-MY-42	ITS-Behnsen-MY-43	ITS-Behnsen-MY-44	ITS-Behnsen-MY-45	ITS-Behnsen-MY-46	ITS-Behnsen-MY-47	ITS-Behnsen-MY-48	ITS-Behnsen-MY-49	ITS-Behnsen-MY-5	ITS-Behnsen-MY-50	ITS-Behnsen-MY-51	ITS-Behnsen-MY-52	ITS-Behnsen-MY-53	ITS-Behnsen-MY-54	ITS-Behnsen-MY-55	ITS-Behnsen-MY-56	ITS-Behnsen-MY-57	ITS-Behnsen-MY-58	ITS-Behnsen-MY-59	ITS-Behnsen-MY-6	ITS-Behnsen-MY-60	ITS-Behnsen-MY-61	ITS-Behnsen-MY-62	ITS-Behnsen-MY-63	ITS-Behnsen-MY-64	ITS-Behnsen-MY-65	ITS-Behnsen-MY-66	ITS-Behnsen-MY-67	ITS-Behnsen-MY-68	ITS-Behnsen-MY-69	ITS-Behnsen-MY-7	ITS-Behnsen-MY-8	ITS-Behnsen-MY-9	ITS-Negative-Control-sample2	ITS-Negative-Ctrl-2-Underhill	ITS-Positive-Ctrl-2-Underhill
ASV 36	k__Fungi ; p__Ascomycota ; c__Sordariomycetes ; o__Hypocreales ; f__Hypocreaceae ; g__Trichoderma ; s__atroviride	385	1708	270	0	0	0	1	0	2167	3031	1112	666	116	2508	0	0	1	2	1	0	0	1	308	2	0	0	0	0	0	0	1227	0	0	254	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1001	0	0	0	0	0	0	0	0	618	0	0	408	93	0	0	0
ASV 37	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	0	0	195	0	0	0	0	0	340	115	0	97	0	6	0	0	0	0	1679	0	0	0	0	2	0	0	3101	1756	0	23	1	402	198	1	0	1	1	0	0	48	0	0	0	446	0	5	0	17	0	1183	1	525	0	1	9	158	1909	1	1096	1273	2	9	0	0	301	0	339	280	248	0	0	0
ASV 38	k__Fungi ; p__Ascomycota ; c__Dothideomycetes ; o__Capnodiales ; f__Teratosphaeriaceae ; g__Neocatenulostroma ; s__microsporum	0	2	2	9464	0	1	0	1	2	0	0	0	1	0	0	0	5670	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
ASV 39	k__Fungi ; p__Ascomycota ; c__Eurotiomycetes ; o__Eurotiales ; f__Aspergillaceae ; g__Penicillium ; s__aurantiogriseum	682	1598	1157	1	0	0	0	0	878	455	301	2535	698	148	0	0	0	1	1	0	0	0	762	0	0	0	0	0	207	242	106	0	0	632	0	4	0	0	1	0	0	1	1304	3	136	0	391	0	71	1	0	0	0	0	0	375	0	0	0	0	0	0	0	0	0	0	1174	751	454	0	0	0
ASV 40	k__Fungi ; p__Ascomycota ; c__Dothideomycetes ; o__Capnodiales ; f__Mycosphaerellaceae ; g__Ramularia ; s__eucalypti	0	1	1	0	2395	1	11686	1	2	0	0	0	0	707	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0
ASV 41	k__Fungi ; p__Ascomycota ; c__Sordariomycetes ; o__Hypocreales ; f__Nectriaceae ; g__Fusarium ; s__proliferatum	408	7249	0	1	1	0	2	0	0	254	0	0	550	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	1	0	0	1002	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	3535	0	0	1363	1	0	0	0
ASV 42	k__Fungi ; p__Ascomycota ; c__Saccharomycetes ; o__Saccharomycetales ; f__Saccharomycetaceae ; g__Saccharomyces ; s__cerevisiae	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	127	0	4	1	2	0	0	2	0	14242
ASV 43	k__Fungi ; p__Ascomycota ; c__Dothideomycetes ; o__Pleosporales ; f__Didymellaceae ; g__Didymella ; NA	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	5	1	0	12752	0	0	0	0	0	0	0	0	0	2	1197	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV 44	k__Fungi ; p__Ascomycota ; c__Saccharomycetes ; o__Saccharomycetales ; f__Saccharomycetaceae ; g__Saccharomyces ; s__cerevisiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	11	1	0	0	0	0	0	0	0	0	6	1	2	0	0	0	0	13826
ASV 45	k__Fungi ; p__Chytridiomycota ; c__Rhizophydiomycetes ; o__Rhizophydiales ; f__Aquamycetaceae ; g__Aquamyces ; s__chlorogonii	228	0	1	0	28	0	0	0	832	1	0	421	152	0	1538	1192	2002	0	0	0	6	0	92	2265	0	0	0	1	0	627	432	0	0	1	745	0	0	0	0	0	0	1	0	453	0	0	0	0	0	0	1	0	0	0	0	1	0	637	0	0	958	1	0	0	316	153	0	0	225	0	0	0
ASV 46	k__Fungi ; p__Ascomycota ; c__Sordariomycetes ; o__Hypocreales ; f__Nectriaceae ; g__Fusicolla ; s__aquaeductuum	0	0	0	0	1	0	1203	1223	0	0	0	1	5	0	1414	0	0	0	0	0	1	1	0	1	971	0	0	1666	0	0	0	2	1	0	0	48	0	0	0	0	0	0	680	0	1	0	0	0	1173	2	824	0	0	1	0	0	0	1984	0	0	1114	3	0	0	0	0	0	0	819	0	0	0
ASV 47	k__Fungi ; p__Basidiomycota ; c__Wallemiomycetes ; o__Wallemiales ; f__Wallemiaceae ; g__Wallemia ; s__tropicalis	905	325	0	1	1	0	2	0	35	1	0	616	1	1464	0	1251	1	0	1	1	0	0	27	0	0	2	0	0	287	246	306	534	0	448	0	61	1	1	0	0	0	0	893	1	1123	0	1425	0	1450	0	1	0	0	0	0	846	0	0	0	0	0	0	0	0	0	0	340	1	6	0	0	0
ASV 48	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	0	0	0	0	0	2	0	839	385	1	0	0	0	0	0	3	1167	1354	1	0	0	0	112	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	1	1783	0	1	0	1	0	0	3	1	0	0	0	3	2865	0	1	0	1346	0	880	0	0	811	0	0	1	0	346	0	0	0
ASV 49	k__Fungi ; p__Ascomycota ; c__Leotiomycetes ; o__Helotiales ; f__Sclerotiniaceae ; g__Botrytis ; s__caroliniana	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	1	11715	0	1	0	3	1	1	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 50	k__Fungi ; p__Ascomycota ; c__Saccharomycetes ; o__Saccharomycetales ; f__Saccharomycetaceae ; g__Saccharomyces ; s__cerevisiae	0	0	0	0	0	0	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	731	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	10979
ASV 51	k__Fungi ; p__Ascomycota ; c__Dothideomycetes ; o__Pleosporales ; f__Pleosporaceae ; g__Alternaria ; s__oregonensis	231	8	0	0	1	0	0	1	648	282	361	348	0	350	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	1682	0	0	1366	0	0	0	0	0	0	0	0	0	1192	885	0	2042	0	0	0	0	0	0	0	0	266	0	0	0	0	0	0	0	0	518	0	0	281	460	0	0	0
ASV 52	k__Fungi ; p__Basidiomycota ; c__Tremellomycetes ; o__Tremellales ; f__Tremellaceae ; g__Cryptococcus ; s__laurentii	524	0	0	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	2	1	5	541	1995	4707	1297	2	0	1	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1582	0	0	0	0	0	0	0	0
ASV 53	k__Fungi ; p__Basidiomycota ; c__Tremellomycetes ; o__Filobasidiales ; f__Filobasidiaceae ; g__Filobasidium ; NA	1	0	2864	0	1	1	0	0	1	345	383	149	246	459	0	2	0	0	0	1	0	0	234	0	0	1	0	1	261	1075	7	269	1	133	1	170	2	0	1	0	1	0	1	0	0	0	0	0	3544	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	297	0	11	0	0	0	0	0
ASV 54	k__Fungi ; p__Basidiomycota ; c__Tremellomycetes ; o__Tremellales ; f__Tremellaceae ; g__Bulleromyces ; s__albus	353	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	857	0	0	0	0	0	0	0	263	1	301	531	0	118	0	0	0	1	0	1	0	1032	1652	0	0	1	2930	0	0	0	0	0	0	275	0	0	0	0	0	0	0	0	0	0	0	0	1921	0	0	0
ASV 55	k__Fungi ; p__Ascomycota ; c__Dothideomycetes ; o__Capnodiales ; f__Mycosphaerellaceae ; g__Ramularia ; s__eucalypti	0	3	0	7375	0	0	2123	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	611	0	0	1	2	0	0	0
ASV 56	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	130	1	0	0	0	0	0	0	0	132	94	311	261	0	0	0	1	0	1	931	0	0	409	1	2	1	1	0	2090	1840	2038	0	0	176	0	1	1	0	1	1	0	0	0	938	0	0	1	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	550	0	0	0	0	0	0	0
ASV 57	k__Fungi ; p__Ascomycota ; c__Eurotiomycetes ; o__Eurotiales ; f__Aspergillaceae ; g__Penicillium ; s__aurantiogriseum	798	1046	627	0	1	0	0	0	210	271	215	873	226	143	0	0	0	0	0	0	0	0	106	1	0	0	0	0	294	2	0	3	0	417	0	0	1	0	0	0	0	0	10	905	788	0	0	0	1	0	0	0	0	0	0	475	0	0	0	0	0	0	0	0	1403	0	600	175	339	0	0	0
ASV 58	k__Fungi ; p__Ascomycota ; c__Sordariomycetes ; o__Hypocreales ; f__Hypocreaceae ; g__Trichoderma ; s__lixii	1648	0	0	0	0	0	0	0	0	0	106	545	78	519	0	0	0	0	0	2	1	0	1657	0	0	0	0	0	816	0	0	0	0	856	0	0	0	0	0	0	0	0	2	1902	338	1	0	0	1	0	0	0	0	0	0	566	0	0	0	0	0	0	0	0	325	0	0	0	1	0	0	0
ASV 59	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	1	0	5639	669	1769	510	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	692	0	0	0	0	0	0	0	0	0
ASV 60	k__Fungi ; p__Basidiomycota ; c__Tremellomycetes ; o__Tremellales ; f__Bulleribasidiaceae ; g__Vishniacozyma ; NA	174	0	0	0	0	0	1	0	0	352	0	607	0	0	0	0	0	0	0	1	0	1	210	0	0	0	0	1	416	0	0	739	2591	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1734	1924	0	217	0	0	0	0	0
ASV 61	k__Fungi ; p__Ascomycota ; c__Eurotiomycetes ; o__Eurotiales ; f__Aspergillaceae ; g__Penicillium ; s__amaliae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	298	0	2020	424	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1958	3005	1392	0	0	0	0	1	0	0
ASV 62	k__Fungi ; p__Basidiomycota ; c__Ustilaginomycetes ; o__Ustilaginales ; f__Ustilaginaceae ; g__Pseudozyma ; s__prolifica	0	234	864	0	0	0	0	0	298	460	87	0	0	0	0	0	1107	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2727	1692	10	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	386	184	631	0	0	1
ASV 63	k__Fungi ; p__Ascomycota ; c__Sordariomycetes ; o__Hypocreales ; f__Hypocreales_fam_Incertae_sedis ; g__Sarocladium ; s__zeae	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	6659	0	0	0	1	0	1	0	0	0	0	0	0	1286	0	0	0	0	0	0	0	0	0	0	463	0	0	0	0	0
ASV 64	k__Fungi ; p__Ascomycota ; c__Eurotiomycetes ; o__Eurotiales ; f__Aspergillaceae ; g__Aspergillus ; s__ruber	1663	1	4	0	1	2	0	0	12	435	1	2	0	716	0	1	0	0	0	0	0	0	108	0	0	0	0	0	7	4	4	456	777	7	0	98	0	0	0	0	0	4	3	0	735	0	0	0	1977	0	0	0	0	0	0	365	0	0	0	0	0	0	1	1	1	0	611	0	240	0	0	0
ASV 65	k__Fungi ; p__Mucoromycota ; c__Mucoromycetes ; o__Mucorales ; f__Lichtheimiaceae ; g__Lichtheimia ; s__ramosa	62	431	339	0	1	0	1	0	3452	712	152	0	1003	1401	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	261	0	93	0	0	0
ASV 66	k__Fungi ; p__Ascomycota ; c__Eurotiomycetes ; o__Eurotiales ; f__Trichocomaceae ; g__Xerochrysium ; s__dermatitidis	2677	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	472	0	0	0	0	0	0	0	518	0	0	10	0	48	0	0	0	0	0	0	0	1566	771	0	0	0	951	0	0	0	0	0	0	244	0	0	0	0	0	0	0	852	0	0	0	0	0	0	0	0
ASV 67	k__Fungi ; p__Basidiomycota ; c__Tremellomycetes ; o__Tremellales ; f__Bulleribasidiaceae ; g__Vishniacozyma ; s__carnescens	525	0	3	0	0	0	0	0	631	1	0	0	1015	0	0	0	0	0	0	0	0	0	0	1	0	0	1	4	0	764	1518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2808	0	0	4	495	0	0	0
ASV 68	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	253	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	1325	1908	0	1	0	0	1	1680	1	0	0	0	0	5	0	0	0	0	826	0	0	0	0	0	0	0	0	0	0	1227	1	0	0	1	1	0	1	41	0	0	0	0	0	0	0	0	1	0	477	0	0	0
ASV 69	k__Fungi ; p__Ascomycota ; c__Eurotiomycetes ; o__Eurotiales ; f__Aspergillaceae ; g__Penicillium ; s__solitum	302	449	302	0	0	1	0	0	464	279	611	1022	1	161	0	0	0	0	0	0	0	0	102	0	1	0	0	0	0	7	0	576	0	454	0	1	0	0	0	0	0	0	651	298	635	0	1	0	1	0	0	0	0	1	0	163	0	0	0	0	0	0	1	0	0	0	633	0	594	0	0	0
ASV 70	k__Fungi ; p__Ascomycota ; c__Sordariomycetes ; o__Hypocreales ; f__Nectriaceae ; g__Fusarium ; s__culmorum	1307	1	223	0	0	0	0	0	0	251	273	3895	401	0	0	0	0	0	1	0	0	0	115	0	0	0	0	0	111	0	2	250	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	814	0	0	0
ASV 71	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	0	0	0	0	281	2522	0	0	269	2	0	43	0	0	0	0	0	666	0	1051	333	0	0	0	0	0	597	1	0	1	0	0	0	56	0	17	0	0	0	0	0	0	0	0	1	0	0	0	408	0	0	185	2	181	0	0	0	419	0	0	152	0	0	131	0	0	0	0	0	0	0	0
ASV 72	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	30	87	483	0	0	0	0	0	0	350	196	1	60	225	0	0	0	0	1	0	0	0	1216	0	0	0	0	1	0	1	0	83	3334	173	0	22	0	0	0	0	0	0	0	0	94	0	0	0	285	0	0	0	0	0	0	61	0	0	0	0	0	0	215	17	2	0	262	0	21	0	0	0
ASV 73	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	0	0	489	0	0	0	0	0	2	0	208	57	0	0	0	0	0	0	0	3	0	0	3873	0	0	0	0	0	81	0	0	896	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	1	0	0	1070	0	1	0	359	0	0	0	0	0
ASV 74	k__Fungi ; p__Basidiomycota ; c__Ustilaginomycetes ; o__Ustilaginales ; f__Ustilaginaceae ; g__Ustilago ; s__hordei	500	1298	379	0	0	2	0	0	33	525	256	779	0	587	0	0	0	0	0	0	0	0	278	0	0	0	0	0	0	0	0	0	0	388	0	0	1	1	1	0	1	1	8	917	3	0	2	0	1	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	830	2	96	0	0	0
ASV 75	k__Fungi ; p__Basidiomycota ; c__Tremellomycetes ; o__Filobasidiales ; f__Filobasidiaceae ; g__Naganishia ; s__diffluens	0	1	6697	0	1	1	0	0	0	0	0	328	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV 76	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	0	0	0	0	0	0	1313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1411	1	2	0	0	0	0	0	0	0	0	0	0	0	1611	1	0	0	7	0	0	1	0	0	571	0	0	0	0	0	0	0	0	1202	0	0	0	909	0	0	0	0	0	0	0	0	0
ASV 77	k__Fungi ; p__Ascomycota ; c__Dothideomycetes ; o__Capnodiales ; o__Capnodiales ; o__Capnodiales ; o__Capnodiales 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	7004	1	1	0	1	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 78	k__Fungi ; p__Mucoromycota ; c__Mucoromycetes ; o__Mucorales ; f__Lichtheimiaceae ; g__Lichtheimia ; s__ornata	0	0	0	0	0	0	0	0	2790	586	625	0	958	2028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV 79	k__Fungi ; p__Basidiomycota ; c__Tremellomycetes ; o__Tremellales ; f__Rhynchogastremataceae ; g__Papiliotrema ; s__aurea	0	1	0	0	0	0	1	0	0	3526	1559	0	2	1072	2	2	0	2	1	1	1	2	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 80	k__Fungi ; p__Basidiomycota ; c__Malasseziomycetes ; o__Malasseziales ; f__Malasseziaceae ; g__Malassezia ; s__globosa	0	0	1	844	1	0	2201	0	0	1	0	0	1	1	0	1	0	2764	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1105	0	0	0	0	0	0	0	0
ASV 81	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	0	0	0	0	0	0	2	1	0	1	0	1	1	1	676	0	973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1012	0	0	0	0	1252	1	0	0	0	2	1	0	0	0	1573	3	1	0	1	0	1	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	1082	0	0
ASV 82	k__Fungi ; p__Ascomycota ; c__Sordariomycetes ; o__Hypocreales ; f__Nectriaceae ; g__Fusarium ; s__solani	0	0	0	0	0	0	0	0	0	0	0	5990	0	0	0	0	0	0	1	0	0	0	237	0	0	0	0	0	0	0	2	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	329	0	0	0	0
ASV 83	k__Fungi ; p__Ascomycota ; c__Eurotiomycetes ; o__Eurotiales ; f__Aspergillaceae ; g__Penicillium ; s__bialowiezense	53	2	0	6144	0	1	1	0	0	130	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0
ASV 84	k__Fungi ; p__Basidiomycota ; c__Cystobasidiomycetes ; o__Cystobasidiomycetes_ord_Incertae_sedis ; f__Symmetrosporaceae ; g__Symmetrospora ; s__coprosmae	0	5	252	1	3376	2	0	1	1120	0	0	243	0	0	0	0	0	0	0	0	0	0	360	0	0	0	0	1	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	940	0	0	0	1	0	1	0	0	0
ASV 85	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	0	0	0	0	0	0	1	0	1	351	0	0	0	0	0	0	0	0	0	0	0	0	0	2245	0	0	0	0	295	0	2	0	0	0	512	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1045	0	0	1	1252	0	1	0	0	0	0	0	0	0	0	0	0	0	522	0	0	0	0
ASV 86	k__Fungi ; p__Ascomycota ; c__Sordariomycetes ; o__Hypocreales ; f__Nectriaceae ; g__Fusarium ; s__solani	0	0	0	0	0	0	0	0	0	0	0	6169	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 87	k__Fungi ; p__Ascomycota ; c__Eurotiomycetes ; o__Eurotiales ; f__Aspergillaceae ; g__Aspergillus ; s__minisclerotigenes	0	0	0	0	0	0	0	0	6	134	172	1325	761	367	0	0	0	0	0	0	1	0	540	0	0	0	0	0	0	0	0	0	0	456	0	0	1	0	0	2	0	1	0	1080	0	1	0	0	0	0	0	0	0	0	0	987	0	0	0	0	0	0	0	0	0	0	0	315	0	0	0	0
ASV 88	k__Fungi ; p__Basidiomycota ; c__Malasseziomycetes ; o__Malasseziales ; f__Malasseziaceae ; g__Malassezia ; s__restricta	0	0	0	0	0	0	0	0	0	1	0	0	0	572	0	0	1424	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3642	2	0	0	2	403	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0
ASV 89	k__Fungi ; p__Ascomycota ; c__Eurotiomycetes ; o__Eurotiales ; f__Aspergillaceae ; g__Penicillium ; s__chrysogenum	0	757	94	0	1	0	0	0	3975	6	105	2	355	4	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	1	0	0	92	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	7	0	0	0	1	0	0	20	0	0	0	557	2	7	0	0	0
ASV 90	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	0	1	83	0	1246	1961	8	0	50	0	0	0	39	0	0	0	0	0	0	864	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	520	0	0	0	0	0	39	0	0	0	0	2	0	0	0	552	0	0	0	5	323	1	0	0	0	0	0	0	203	92	0	0	0	0	0
ASV 91	k__Fungi ; p__Basidiomycota ; c__Tremellomycetes ; o__Trichosporonales ; f__Trichosporonaceae ; g__Trichosporon ; s__coremiiforme	0	0	0	0	0	1	0	0	0	0	2	0	0	12	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	5953	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 92	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	0	0	0	0	0	1	3	2	496	208	0	0	0	0	0	0	1200	2	0	0	574	0	0	0	147	0	0	1	0	0	479	0	0	1	2201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	575	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 93	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	0	1	1	0	0	1	0	913	0	113	0	0	0	0	0	1062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	657	1	0	0	0	0	0	0	2223	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	757	0	0	0	0	0	0	0	0	0	0
ASV 94	k__Fungi ; p__Basidiomycota ; c__Agaricomycetes ; c__Agaricomycetes ; c__Agaricomycetes ; c__Agaricomycetes ; c__Agaricomycetes 	97	0	662	1	0	0	0	0	1085	51	0	218	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	371	0	0	0	743	0	0	0	0	1	2	0	0	0	0	780	0	0	0	0	1	0	0	0	0	0	0	608	0	0	0	0	0	0	0	0	0	0	850	1	1	0	0	0
ASV 95	k__Fungi ; p__Ascomycota ; c__Eurotiomycetes ; o__Eurotiales ; f__Aspergillaceae ; g__Aspergillus ; s__fumigatus	155	0	0	0	0	0	0	1357	1212	2	118	0	187	743	0	0	0	0	0	0	1	1	272	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	932	163	0	0	0	0	0	0	0	0	0	0	295	0	0	0	0	0	0	0	0	0	0	181	1	0	0	0	0
