ID	Taxonomy	ITS-Behnsen-MY-1	ITS-Behnsen-MY-10	ITS-Behnsen-MY-11	ITS-Behnsen-MY-12	ITS-Behnsen-MY-13	ITS-Behnsen-MY-14	ITS-Behnsen-MY-15	ITS-Behnsen-MY-16	ITS-Behnsen-MY-17	ITS-Behnsen-MY-18	ITS-Behnsen-MY-19	ITS-Behnsen-MY-2	ITS-Behnsen-MY-20	ITS-Behnsen-MY-21	ITS-Behnsen-MY-22	ITS-Behnsen-MY-23	ITS-Behnsen-MY-24	ITS-Behnsen-MY-25	ITS-Behnsen-MY-26	ITS-Behnsen-MY-27	ITS-Behnsen-MY-28	ITS-Behnsen-MY-29	ITS-Behnsen-MY-3	ITS-Behnsen-MY-30	ITS-Behnsen-MY-31	ITS-Behnsen-MY-32	ITS-Behnsen-MY-33	ITS-Behnsen-MY-34	ITS-Behnsen-MY-35	ITS-Behnsen-MY-36	ITS-Behnsen-MY-37	ITS-Behnsen-MY-38	ITS-Behnsen-MY-39	ITS-Behnsen-MY-4	ITS-Behnsen-MY-40	ITS-Behnsen-MY-41	ITS-Behnsen-MY-42	ITS-Behnsen-MY-43	ITS-Behnsen-MY-44	ITS-Behnsen-MY-45	ITS-Behnsen-MY-46	ITS-Behnsen-MY-47	ITS-Behnsen-MY-48	ITS-Behnsen-MY-49	ITS-Behnsen-MY-5	ITS-Behnsen-MY-50	ITS-Behnsen-MY-51	ITS-Behnsen-MY-52	ITS-Behnsen-MY-53	ITS-Behnsen-MY-54	ITS-Behnsen-MY-55	ITS-Behnsen-MY-56	ITS-Behnsen-MY-57	ITS-Behnsen-MY-58	ITS-Behnsen-MY-59	ITS-Behnsen-MY-6	ITS-Behnsen-MY-60	ITS-Behnsen-MY-61	ITS-Behnsen-MY-62	ITS-Behnsen-MY-63	ITS-Behnsen-MY-64	ITS-Behnsen-MY-65	ITS-Behnsen-MY-66	ITS-Behnsen-MY-67	ITS-Behnsen-MY-68	ITS-Behnsen-MY-69	ITS-Behnsen-MY-7	ITS-Behnsen-MY-8	ITS-Behnsen-MY-9	ITS-Negative-Control-sample2	ITS-Negative-Ctrl-2-Underhill	ITS-Positive-Ctrl-2-Underhill
ASV 1767	k__Fungi ; p__Ascomycota ; c__Eurotiomycetes ; o__Eurotiales ; f__Aspergillaceae ; g__Penicillium ; NA	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1768	k__Fungi ; p__Ascomycota ; c__Eurotiomycetes ; o__Eurotiales ; f__Aspergillaceae ; g__Aspergillus ; s__cibarius	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1769	k__Fungi ; p__Ascomycota ; c__Eurotiomycetes ; o__Eurotiales ; f__Aspergillaceae ; g__Penicillium ; s__aurantiogriseum	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1770	k__Fungi ; p__Ascomycota ; c__Eurotiomycetes ; o__Eurotiales ; f__Aspergillaceae ; g__Penicillium ; s__aurantiogriseum	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1771	k__Fungi ; p__Ascomycota ; c__Eurotiomycetes ; o__Eurotiales ; f__Aspergillaceae ; g__Aspergillus ; s__penicillioides	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1772	k__Fungi ; p__Ascomycota ; c__Eurotiomycetes ; o__Eurotiales ; f__Aspergillaceae ; g__Aspergillus ; s__cibarius	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1773	k__Fungi ; p__Ascomycota ; c__Eurotiomycetes ; o__Eurotiales ; f__Trichocomaceae ; g__Talaromyces ; NA	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1774	k__Fungi ; p__Ascomycota ; c__Eurotiomycetes ; o__Eurotiales ; f__Aspergillaceae ; g__Aspergillus ; s__cibarius	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1775	k__Fungi ; p__Ascomycota ; c__Eurotiomycetes ; o__Eurotiales ; f__Aspergillaceae ; g__Aspergillus ; s__cibarius	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1776	k__Fungi ; p__Ascomycota ; c__Eurotiomycetes ; o__Eurotiales ; f__Aspergillaceae ; g__Aspergillus ; s__penicillioides	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1777	k__Fungi ; p__Ascomycota ; c__Eurotiomycetes ; o__Eurotiales ; f__Aspergillaceae ; g__Aspergillus ; s__subolivaceus	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1778	k__Fungi ; p__Ascomycota ; c__Eurotiomycetes ; o__Eurotiales ; f__Aspergillaceae ; g__Penicillium ; s__aurantiogriseum	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1779	k__Fungi ; p__Ascomycota ; c__Eurotiomycetes ; o__Eurotiales ; f__Aspergillaceae ; g__Penicillium ; s__aurantiogriseum	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1780	k__Fungi ; p__Ascomycota ; c__Eurotiomycetes ; o__Eurotiales ; f__Aspergillaceae ; g__Aspergillus ; s__penicillioides	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1781	k__Fungi ; p__Ascomycota ; c__Eurotiomycetes ; o__Eurotiales ; f__Aspergillaceae ; g__Aspergillus ; s__penicillioides	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1782	k__Fungi ; p__Ascomycota ; c__Eurotiomycetes ; o__Eurotiales ; f__Aspergillaceae ; g__Aspergillus ; s__penicillioides	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1783	k__Fungi ; p__Ascomycota ; c__Sordariomycetes ; o__Hypocreales ; f__Nectriaceae ; g__Fusarium ; s__culmorum	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1784	k__Fungi ; p__Basidiomycota ; c__Agaricomycetes ; o__Agaricales ; f__Lyophyllaceae ; g__Calocybe ; s__indica	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1785	k__Fungi ; p__Ascomycota ; c__Sordariomycetes ; o__Hypocreales ; f__Nectriaceae ; g__Gibberella ; s__zeae	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1786	k__Fungi ; p__Ascomycota ; c__Sordariomycetes ; o__Hypocreales ; f__Nectriaceae ; g__Fusarium ; s__poae	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1787	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1788	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1789	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1790	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1791	k__Fungi ; p__Basidiomycota ; c__Ustilaginomycetes ; o__Ustilaginales ; f__Ustilaginaceae ; g__Ustilago ; s__hordei	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1792	k__Fungi ; p__Ascomycota ; c__Dothideomycetes ; o__Pleosporales ; f__Phaeosphaeriaceae ; g__Chaetosphaeronema ; NA	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1793	k__Fungi ; p__Ascomycota ; c__Sordariomycetes ; o__Microascales ; f__Microascaceae ; g__Pithoascus ; NA	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1794	k__Fungi ; p__Ascomycota ; c__Sordariomycetes ; o__Microascales ; f__Microascaceae ; g__Pithoascus ; NA	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1795	k__Fungi ; p__Ascomycota ; c__Sordariomycetes ; o__Microascales ; f__Microascaceae ; g__Pithoascus ; NA	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1796	k__Fungi ; p__Ascomycota ; c__Eurotiomycetes ; o__Eurotiales ; f__Aspergillaceae ; g__Aspergillus ; s__cibarius	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1797	k__Fungi ; p__Ascomycota ; c__Eurotiomycetes ; o__Eurotiales ; f__Aspergillaceae ; g__Penicillium ; NA	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1798	k__Fungi ; p__Ascomycota ; c__Eurotiomycetes ; o__Eurotiales ; f__Aspergillaceae ; g__Penicillium ; s__oxalicum	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1799	k__Fungi ; p__Ascomycota ; c__Eurotiomycetes ; o__Eurotiales ; f__Trichocomaceae ; g__Talaromyces ; s__stollii	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1800	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1801	k__Fungi ; p__Ascomycota ; c__Eurotiomycetes ; o__Eurotiales ; f__Aspergillaceae ; g__Aspergillus ; s__intermedius	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1802	k__Fungi ; p__Ascomycota ; c__Eurotiomycetes ; o__Eurotiales ; f__Aspergillaceae ; g__Aspergillus ; s__intermedius	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1803	k__Fungi ; p__Ascomycota ; c__Eurotiomycetes ; o__Eurotiales ; f__Aspergillaceae ; g__Aspergillus ; s__cibarius	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1804	k__Fungi ; p__Ascomycota ; c__Eurotiomycetes ; o__Eurotiales ; o__Eurotiales ; o__Eurotiales ; o__Eurotiales 	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1805	k__Fungi ; p__Mucoromycota ; c__Mucoromycetes ; o__Mucorales ; f__Lichtheimiaceae ; g__Lichtheimia ; s__ramosa	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1806	k__Fungi ; p__Mucoromycota ; c__Mucoromycetes ; o__Mucorales ; f__Lichtheimiaceae ; g__Lichtheimia ; s__ramosa	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1807	k__Fungi ; p__Mucoromycota ; c__Mucoromycetes ; o__Mucorales ; f__Lichtheimiaceae ; g__Lichtheimia ; s__corymbifera	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1808	k__Fungi ; p__Mucoromycota ; c__Mucoromycetes ; o__Mucorales ; f__Lichtheimiaceae ; g__Lichtheimia ; s__ramosa	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1809	k__Fungi ; p__Ascomycota ; c__Sordariomycetes ; o__Microascales ; f__Microascaceae ; g__Microascus ; s__paisii	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1810	k__Fungi ; p__Basidiomycota ; c__Tremellomycetes ; o__Tremellales ; f__Bulleribasidiaceae ; g__Vishniacozyma ; s__dimennae	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1811	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1812	k__Fungi ; p__Ascomycota ; c__Dothideomycetes ; o__Dothideales ; f__Aureobasidiaceae ; g__Aureobasidium ; s__pullulans	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1813	k__Fungi ; p__Ascomycota ; c__Dothideomycetes ; o__Pleosporales ; f__Phaeosphaeriaceae ; g__Neosetophoma ; NA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1814	k__Fungi ; p__Ascomycota ; c__Eurotiomycetes ; o__Eurotiales ; f__Aspergillaceae ; g__Penicillium ; s__glandicola	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1815	k__Fungi ; p__Ascomycota ; c__Eurotiomycetes ; o__Eurotiales ; f__Aspergillaceae ; g__Aspergillus ; s__fumigatus	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1816	k__Fungi ; p__Mucoromycota ; c__Mucoromycetes ; o__Mucorales ; f__Lichtheimiaceae ; g__Lichtheimia ; s__ramosa	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1817	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1818	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1819	k__Fungi ; p__Ascomycota ; c__Eurotiomycetes ; o__Eurotiales ; f__Aspergillaceae ; g__Aspergillus ; s__cibarius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1820	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1821	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1822	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1823	k__Fungi ; p__Ascomycota ; c__Dothideomycetes ; o__Pleosporales ; f__Didymellaceae ; g__Ascochyta ; NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1824	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1825	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1826	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
